2CD9		2CD8
2CDA	2CDB	
2CDB		2CDA
2CDC	2CDD	
2CDD		2CDC
2CDE	2CDF	
2CDF		2CDE
2CE0	2CE1	
2CE1		2CE0
2CE2	2CE3	
2CE3		2CE2
2D00		10A0
2D01		10A1
2D02		10A2
2D03		10A3
2D04		10A4
2D05		10A5
2D06		10A6
2D07		10A7
2D08		10A8
2D09		10A9
2D0A		10AA
2D0B		10AB
2D0C		10AC
2D0D		10AD
2D0E		10AE
2D0F		10AF
2D10		10B0
2D11		10B1
2D12		10B2
2D13		10B3
2D14		10B4
2D15		10B5
2D16		10B6
2D17		10B7
2D18		10B8
2D19		10B9
2D1A		10BA
2D1B		10BB
2D1C		10BC
2D1D		10BD
2D1E		10BE
2D1F		10BF
2D20		10C0
2D21		10C1
2D22		10C2
2D23		10C3
2D24		10C4
2D25		10C5
A640	A641	
A641		A640
A642	A643	
A643		A642
A644	A645	
A645		A644
A646	A647	
A647		A646
A648	A649	
A649		A648
A64A	A64B	
A64B		A64A
A64C	A64D	
A64D		A64C
A64E	A64F	
A64F		A64E
A650	A651	
A651		A650
A652	A653	
A653		A652
A654	A655	
A655		A654
A656	A657	
A657		A656
A658	A659	
A659		A658
A65A	A65B	
A65B		A65A
A65C	A65D	
A65D		A65C
A65E	A65F	
A65F		A65E
A662	A663	
A663		A662
A664	A665	
A665		A664
A666	A667	
A667		A666
A668	A669	
A669		A668
A66A	A66B	
A66B		A66A
A66C	A66D	
A66D		A66C
A680	A681	
A681		A680
A682	A683	
A683		A682
A684	A685	
A685		A684
A686	A687	
A687		A686
A688	A689	
A689		A688
A68A	A68B	
A68B		A68A
A68C	A68D	
A68D		A68C
A68E	A68F	
A68F		A68E
A690	A691	
A691		A690
A692	A693	
A693		A692
A694	A695	
A695		A694
A696	A697	
A697		A696
A722	A723	
A723		A722
A724	A725	
A725		A724
A726	A727	
A727		A726
A728	A729	
A729		A728
A72A	A72B	
A72B		A72A
A72C	A72D	
A72D		A72C
A72E	A72F	
A72F		A72E
A732	A733	
A733		A732
A734	A735	
A735		A734
A736	A737	
A737		A736
A738	A739	
A739		A738
A73A	A73B	
A73B		A73A
A73C	A73D	
A73D		A73C
A73E	A73F	
A73F		A73E
A740	A741	
A741		A740
A742	A743	
A743		A742
A744	A745	
A745		A744
A746	A747	
A747		A746
A748	A749	
A749		A748
A74A	A74B	
A74B		A74A
A74C	A74D	
A74D		A74C
A74E	A74F	
A74F		A74E
A750	A751	
A751		A750
A752	A753	
A753		A752
A754	A755	
A755		A754
A756	A757	
A757		A756
A758	A759	
A759		A758
A75A	A75B	
A75B		A75A
A75C	A75D	
A75D		A75C
A75E	A75F	
A75F		A75E
A760	A761	
A761		A760
A762	A763	
A763		A762
A764	A765	
A765		A764
A766	A767	
A767		A766
A768	A769	
A769		A768
A76A	A76B	
A76B		A76A
A76C	A76D	
A76D		A76C
A76E	A76F	
A76F		A76E
A779	A77A	
A77A		A779
A77B	A77C	
A77C		A77B
A77D	1D79	
A77E	A77F	
A77F		A77E
A780	A781	
A781		A780
A782	A783	
A783		A782
A784	A785	
A785		A784
A786	A787	
A787		A786
A78B	A78C	
A78C		A78B
FF21	FF41	
FF22	FF42	
FF23	FF43	
FF24	FF44	
FF25	FF45	
FF26	FF46	
FF27	FF47	
FF28	FF48	
FF29	FF49	
FF2A	FF4A	
FF2B	FF4B	
FF2C	FF4C	
FF2D	FF4D	
FF2E	FF4E	
FF2F	FF4F	
FF30	FF50	
FF31	FF51	
FF32	FF52	
FF33	FF53	
FF34	FF54	
FF35	FF55	
FF36	FF56	
FF37	FF57	
FF38	FF58	
FF39	FF59	
FF3A	FF5A	
FF41		FF21
FF42		FF22
FF43		FF23
FF44		FF24
FF45		FF25
FF46		FF26
FF47		FF27
FF48		FF28
FF49		FF29
FF4A		FF2A
FF4B		FF2B
FF4C		FF2C
FF4D		FF2D
FF4E		FF2E
FF4F		FF2F
FF50		FF30
FF51		FF31
FF52		FF32
FF53		FF33
FF54		FF34
FF55		FF35
FF56		FF36
FF57		FF37
FF58		FF38
FF59		FF39
FF5A		FF3A
10400	10428	
10401	10429	
10402	1042A	
10403	1042B	
10404	1042C	
10405	1042D	
10406	1042E	
10407	1042F	
10408	10430	
10409	10431	
1040A	10432	
1040B	10433	
1040C	10434	
1040D	10435	
1040E	10436	
1040F	10437	
10410	10438	
10411	10439	
10412	1043A	
10413	1043B	
10414	1043C	
10415	1043D	
10416	1043E	
10417	1043F	
10418	10440	
10419	10441	
1041A	10442	
1041B	10443	
1041C	10444	
1041D	10445	
1041E	10446	
1041F	10447	
10420	10448	
10421	10449	
10422	1044A	
10423	1044B	
10424	1044C	
10425	1044D	
10426	1044E	
10427	1044F	
10428		10400
10429		10401
1042A		10402
1042B		10403
1042C		10404
1042D		10405
1042E		10406
1042F		10407
10430		10408
10431		10409
10432		1040A
10433		1040B
10434		1040C
10435		1040D
10436		1040E
10437		1040F
10438		10410
10439		10411
1043A		10412
1043B		10413
1043C		10414
1043D		10415
1043E		10416
1043F		10417
10440		10418
10441		10419
10442		1041A
10443		1041B
10444		1041C
10445		1041D
10446		1041E
10447		1041F
10448		10420
10449		10421
1044A		10422
1044B		10423
1044C		10424
1044D		10425
1044E		10426
1044F		10427
